SKU BASE,Suma de Cantidad,Año,Mes
ZZZ30944OKAMEBLACK,2,2023,enero
ZZZ30945OKAMECOFFEE,7,2023,enero
ZZZ30947HONICAMEL,3,2023,enero
ZZZ30948NUNYSHAKEWINERED,8,2023,enero
ZZZ30949ISOKOCAMEL,1,2023,enero
ZZZ30953CHITONGREY,3,2023,enero
ZZZ30954CHITONREDBROWN,1,2023,enero
ZZZ30955HITOKOCAMEL,1,2023,enero
ZZZ30956CHITONBLACK,2,2023,enero
ZZZ30960AMELIAPINK,12,2023,enero
ZZZ30961AMELIABLACKWHITE,5,2023,enero
ZZZ30962ELLISBRONZE,5,2023,enero
ZZZ30963CATERINABLACK,1,2023,enero
ZZZ30964CATERINABRONZE,16,2023,enero
ZZZ30965NAGINICAMEL,8,2023,enero
ZZZ30966NAGINIBLACK,20,2023,enero
ZZZ30969VIRBANABLACKWHITE,2,2023,enero
ZZZ30970VIRBANAALLBLACK,2,2023,enero
ZZZ30972VIRBANAGREY,3,2023,enero
ZZZ30973MAGGIEBLACK,1,2023,enero
ZZZ30975PETYBLACK,2,2023,enero
ZZZ30978DRISBLACK,1,2023,enero
ZZZ30981DRISYELLOW,1,2023,enero
ZZZ30983RENEBLACK,1,2023,enero
ZZZ30986STEFEBLACKPLUM,2,2023,enero
ZZZ30987AITORBLACK,3,2023,enero
ZZZ30988AITORORANGE,3,2023,enero
ZZZ30989PAINTBLACK,1,2023,enero
ZZZ30991PAINTYELLOW,1,2023,enero
ZZZ30995DESTELLOBLACKGREEN,3,2023,enero
ZZZ30996SKADEFULLNEGRA,4,2023,enero
ZZZ30997SKADECHAROLNEGRA,2,2023,enero
ZZZ30998SKADECAOBA,1,2023,enero
ZZZ30999VAKONEGRO,2,2023,enero
ZZZ31000VAKOCAOBA,3,2023,enero
ZZZ31001TOTALBLACKWHITE,12,2023,enero
ZZZ31008COCONIBLACK,1,2023,enero
ZZZ31010MANSHCAMEL,3,2023,enero
ZZZ31019TRENSBLACK,2,2023,enero
ZZZ31024ALEXACAMEL,3,2023,enero
ZZZ31032PICENOBLACK,1,2023,enero
ZZZ31033GROTECAMEL,5,2023,enero
ZZZ31035RYNEKGREYPINK,7,2023,enero
ZZZ31036FIORIBLACK,3,2023,enero
ZZZ31037FIORIBLUEROSE,2,2023,enero
ZZZ31039TREVIWHITE,1,2023,enero
ZZZ31040TREVICOLOR,6,2023,enero
ZZZ31045POPOLOWHITE,3,2023,enero
ZZZ31050LANKARED,9,2023,enero
ZZZ31051LANKAYELLOW,4,2023,enero
ZZZ31053TENGGERRED,1,2023,enero
ZZZ31054SEMERUBLACKGREY,1,2023,enero
ZZZ31055PHANGRED,1,2023,enero
ZZZ31058TOONSNAVYPINK,4,2023,enero
ZZZ31059TOONSGREYCOLOR,4,2023,enero
ZZZ31060TOONSWHITECOLOR,1,2023,enero
ZZZ31076HAWKCOLORS,4,2023,enero
ZZZ31077FAVREBLACK,1,2023,enero
ZZZ31078FAVRENAVY,2,2023,enero
ZZZ31080KOEMANBLACK,1,2023,enero
ZZZ31082FINISBLACK,21,2023,enero
ZZZ31083FINISHINYBLACK,4,2023,enero
ZZZ31085TEREBLACK,1,2023,enero
ZZZ31087TEREBEIGE,1,2023,enero
ZZZ31089SILVIACAMEL,1,2023,enero
ZZZ31090SILVIAGREY,1,2023,enero
ZZZ31091ROSSICHBLACK,12,2023,enero
ZZZ31092ROSSICHBLUE,11,2023,enero
ZZZ31094ROSSICHPINK,5,2023,enero
ZZZ31095SMARTBLACK,20,2023,enero
ZZZ31096SMARTWHITE,15,2023,enero
ZZZ31097SMARTRED,10,2023,enero
ZZZ31098SMARTGREEN,14,2023,enero
ZZZ31099DINOKIDBLUE,1,2023,enero
ZZZ31100DINOKIDYELLOW,2,2023,enero
ZZZ31101DINOKIDGREEN,4,2023,enero
ZZZ31103DINOKIDRED,3,2023,enero
ZZZ31109NANACOFFEE,1,2023,enero
ZZZ31114FABIGREY,2,2023,enero
ZZZ31117FLORINDABLACK,11,2023,enero
ZZZ31120RAYENBLACK,1,2023,enero
ZZZ31121RAYENNAVY,9,2023,enero
ZZZ31127YAYINAVY,5,2023,enero
ZZZ31132KATYGREYORANGE,2,2023,enero
ZZZ31133KATYDARKGREY,1,2023,enero
ZZZ31134RUTTERWHITE,4,2023,enero
ZZZ31137POWERGREEN,1,2023,enero
ZZZ31138CRUNCHBLACK,2,2023,enero
ZZZ31140HIPWHITEBLACK,31,2023,enero
ZZZ31145SAMWINE,1,2023,enero
ZZZ31146SAMGREEN,1,2023,enero
ZZZ31147MONTANABLACK,8,2023,enero
ZZZ31148MONTANARED,5,2023,enero
ZZZ31150CARLYBLACK,15,2023,enero
ZZZ31152CARLYRED,1,2023,enero
ZZZ31156NATYBLUE,4,2023,enero
ZZZ31157NATYWINERED,5,2023,enero
ZZZ31159SULBLACK,8,2023,enero
ZZZ31161MICHOGREEN,9,2023,enero
ZZZ31162NELSONBLACK,3,2023,enero
ZZZ31164VICHOWHITE,3,2023,enero
ZZZ31166FRANCHEWHITE,1,2023,enero
ZZZ31167SEBASBEIGE,2,2023,enero
ZZZ31168SALLYBLACK,1,2023,enero
ZZZ31169SALLYCAMEL,4,2023,enero
ZZZ31170SALLYBEIGE,7,2023,enero
ZZZ31171SALLYPINK,11,2023,enero
ZZZ31172ALLISONBLACK,7,2023,enero
ZZZ31174ALLISONBLUE,3,2023,enero
ZZZ31175ALLISONBEIGE,3,2023,enero
ZZZ31177CATUBLACK,18,2023,enero
ZZZ31178CATUYELLOW,5,2023,enero
ZZZ31179CATUBEIGE,13,2023,enero
ZZZ31180CATUPINK,11,2023,enero
ZZZ31181VALENTINIWHITE,5,2023,enero
ZZZ31182LUISANABLACK,1,2023,enero
ZZZ31182VALENTINIBLACK,21,2023,enero
ZZZ31183LUISANABEIGE,1,2023,enero
ZZZ31184BEATRICEBLACK,1,2023,enero
ZZZ31186STELLABLACK,4,2023,enero
ZZZ31187STELLABROWN,1,2023,enero
ZZZ31189ZINERVABLACK,7,2023,enero
ZZZ31194ALESSIABEIGE,19,2023,enero
ZZZ31196ANASTASIABLACK,10,2023,enero
ZZZ31199ALIONABLACK,2,2023,enero
ZZZ31201LUKYANGREY,2,2023,enero
ZZZ31203VILLASWHITEBLUE,5,2023,enero
ZZZ31207JANEBLACK,17,2023,enero
ZZZ31208JANECOFFEE,1,2023,enero
ZZZ31209JANEBROWN,1,2023,enero
ZZZ31210JANERED,4,2023,enero
ZZZ31211REESEBLACK,28,2023,enero
ZZZ31212REESEBROWN,36,2023,enero
ZZZ31213REESECAMEL,44,2023,enero
ZZZ31214BEGONIABLACK,6,2023,enero
ZZZ31215BEGONIACAMEL,11,2023,enero
ZZZ31216BEGONIABROWN,21,2023,enero
ZZZ31217ATENASBLUE,9,2023,enero
ZZZ31221CHIARABLACK,42,2023,enero
ZZZ31222CHIARABROWN,19,2023,enero
ZZZ31223CHIARACAMEL,13,2023,enero
ZZZ31227ATENASBLACK,39,2023,enero
ZZZ31228ATENASREDBROWN,17,2023,enero
ZZZ31232AISHABLACK,4,2023,enero
ZZZ31234KENYABLUE,10,2023,enero
ZZZ31236KENYABROWN,3,2023,enero
ZZZ31237SABAHBLACK,7,2023,enero
ZZZ31238SAMARABLACK,8,2023,enero
ZZZ31239SAMARAPINK,10,2023,enero
ZZZ31240MALIBLACK,3,2023,enero
ZZZ31241MALIGOLD,4,2023,enero
ZZZ31242AISHABLUE,5,2023,enero
ZZZ31243AISHAPURPLE,17,2023,enero
ZZZ31244AISHACAMEL,29,2023,enero
ZZZ31245CAROLINEPURPLE,1,2023,enero
ZZZ31250SIDNEYBLACK,12,2023,enero
ZZZ31251SIDNEYBLUE,7,2023,enero
ZZZ31253CAROLINEBLACK,11,2023,enero
ZZZ31256DAKOTACOFFEE,2,2023,enero
ZZZ31257DAKOTAYELLOW,6,2023,enero
ZZZ31258MADISONPINK,1,2023,enero
ZZZ31259MARCELLABLUE,1,2023,enero
ZZZ31260MARCELLABLACK,1,2023,enero
ZZZ31264SARABLACK,1,2023,enero
ZZZ31267GEORGIAKHAKI,4,2023,enero
ZZZ31272LERKABLUE,1,2023,enero
ZZZ31273LERKABLACKRED,1,2023,enero
ZZZ31276SERGEIBLACKORANGE,1,2023,enero
ZZZ31277VADIMBLUE,2,2023,enero
ZZZ31278VADIMBLACK,1,2023,enero
ZZZ31280PAVELBLACK,1,2023,enero
ZZZ31281PAVELBLUE,1,2023,enero
ZZZ31282FRANCOCOFFEE,2,2023,enero
ZZZ31284FRANCOBLACK,2,2023,enero
ZZZ31288GERALDBLACK,1,2023,enero
ZZZ31289GERALDBROWN,1,2023,enero
ZZZ31290GERALDCOFFEE,1,2023,enero
ZZZ31291MUUBLACK,34,2023,enero
ZZZ31292MUUWHITE,45,2023,enero
ZZZ31293SUPERGWHITE,6,2023,enero
ZZZ31294SUPERGBLACK,27,2023,enero
ZZZ31295ROCKSBLACK,6,2023,enero
ZZZ31296ROCKSRED,1,2023,enero
ZZZ31297ROCKSGREEN,2,2023,enero
ZZZ31298MOTKABLACK,25,2023,enero
ZZZ31299MOTKAYELLOW,22,2023,enero
ZZZ31300MOTKAPURPLE,24,2023,enero
ZZZ31301MOTKABLUE,40,2023,enero
ZZZ31302LIAPINK,14,2023,enero
ZZZ31303LIABLACK,27,2023,enero
ZZZ31304LIAWHITE,26,2023,enero
ZZZ31305AMOREBLACK,42,2023,enero
ZZZ31306AMOREPINK,4,2023,enero
ZZZ31307AMOREWHITE,10,2023,enero
ZZZ31308FLOWERSBLACK,2,2023,enero
ZZZ31309FLOWERSBEIGE,4,2023,enero
ZZZ31310FLOWERSORANGE,1,2023,enero
ZZZ31311FLOWERSPURPLE,1,2023,enero
ZZZ31312KIMABLACK,18,2023,enero
ZZZ31313KIMABEIGE,18,2023,enero
ZZZ31314KIMAYELLOW,26,2023,enero
ZZZ31315SASHABEIGE,65,2023,enero
ZZZ31316SASHABLACK,14,2023,enero
ZZZ31317SASHAGREEN,3,2023,enero
ZZZ31318SASHACORAL,11,2023,enero
ZZZ31319YURIBLACK,1,2023,enero
ZZZ31320YURICORAL,12,2023,enero
ZZZ31321YURIGREY,2,2023,enero
ZZZ31322YURIYELLOW,1,2023,enero
ZZZ31323MISHABLACK,7,2023,enero
ZZZ31324MISHAYELLOW,2,2023,enero
ZZZ31325MISHAPURPLE,1,2023,enero
ZZZ31326MISHACAMEL,13,2023,enero
ZZZ31327MISHAPINK,5,2023,enero
ZZZ31328LUNABLACK,21,2023,enero
ZZZ31329LUNAPURPLE,3,2023,enero
ZZZ31330LUNAWHITE,19,2023,enero
ZZZ31331LUNAPINK,2,2023,enero
ZZZ31332LUNABEIGE,5,2023,enero
ZZZ31333GALABRONCE,22,2023,enero
ZZZ31334GALABLACK,27,2023,enero
ZZZ31335GALASILVER,17,2023,enero
ZZZ31336GALAGOLD,6,2023,enero
ZZZ31337LAZODARKBLUE,5,2023,enero
ZZZ31338LAZOYELLOW,10,2023,enero
ZZZ31339LAZOPINK,4,2023,enero
ZZZ31340LAZOLIGHTBLUE,11,2023,enero
ZZZ31341XIMENABLACK,2,2023,enero
ZZZ31343BORARED,1,2023,enero
ZZZ31345SOPHIABLACK,2,2023,enero
ZZZ31346SOPHIAGOLD,1,2023,enero
ZZZ31347SOPHIABRONCE,1,2023,enero
ZZZ31348CHARLOTTEBLACK,1,2023,enero
ZZZ31349CHARLOTTERED,1,2023,enero
ZZZ31350CHARLOTTEYELLOW,2,2023,enero
ZZZ31352ALBAYELLOW,1,2023,enero
ZZZ31353ALBAGREEN,1,2023,enero
ZZZ31354CHLOEBLACK,12,2023,enero
ZZZ31355CHLOECAQUI,2,2023,enero
ZZZ31357AMANDABLACK,4,2023,enero
ZZZ31358AMANDACAQUI,43,2023,enero
ZZZ31361NAIROBIGREEN,6,2023,enero
ZZZ31368INDIANRED,1,2023,enero
ZZZ31370KARAWINERED,2,2023,enero
ZZZ31371KARANAVY,4,2023,enero
ZZZ31374VICKYBEIGE,1,2023,enero
ZZZ31375VICKYWHITE,7,2023,enero
ZZZ31378CRISTAPINK,1,2023,enero
ZZZ31381VICTORBLACK,10,2023,enero
ZZZ31385GUILLEBLUE,1,2023,enero
ZZZ31387AKABLACK,2,2023,enero
ZZZ31388AKABEIGE,1,2023,enero
ZZZ31391SHARMABROWN,15,2023,enero
ZZZ31392SHARMAKHAKI,21,2023,enero
ZZZ31395PALMABROWN,2,2023,enero
ZZZ31396PALMAKHAKI,1,2023,enero
ZZZ31398SULIVANBLACK,13,2023,enero
ZZZ31400KIBOBLACK,2,2023,enero
ZZZ31401KIBOREDBROWN,2,2023,enero
ZZZ31402KIBOAPRICOT,2,2023,enero
ZZZ31403KAIRIBLACK,6,2023,enero
ZZZ31404KAIRIKHAKI,2,2023,enero
ZZZ31406LEBENBLACK,6,2023,enero
ZZZ31407MILANBROWN,6,2023,enero
ZZZ31408MILANBLACK,1,2023,enero
ZZZ31409MILANBEIGE,5,2023,enero
ZZZ31410FLEXYAIRBLACK,9,2023,enero
ZZZ31411HUDSONBLACK,4,2023,enero
ZZZ31412CHADBLACK,2,2023,enero
ZZZ31413DARWINBLUE,7,2023,enero
ZZZ31414BRADLEYWHITERED,1,2023,enero
ZZZ31415BABELBLACK,20,2023,enero
ZZZ31416BABELRED,8,2023,enero
ZZZ31417LUEMENBLACK,9,2023,enero
ZZZ31418TAYLORBLACK,12,2023,enero
ZZZ31419TAYLORBROWN,6,2023,enero
ZZZ31420TAYLORPINK,33,2023,enero
ZZZ31421DALLASBLACKWHITE,5,2023,enero
ZZZ31422DALLASBLACKGREY,1,2023,enero
ZZZ31426DEXTERWHITE,4,2023,enero
ZZZ31427MAIKABLACK,1,2023,enero
ZZZ31428MAIKAWHITE,5,2023,enero
ZZZ31429NEWGURAMIBLACK,1,2023,enero
ZZZ31430NEWGURAMIGREY,2,2023,enero
ZZZ31431NEWGURAMIWHITE,46,2023,enero
ZZZ31432NEWRAZOPRINTBLACK,5,2023,enero
ZZZ31434NEWRAZOPRINTSILVE,15,2023,enero
ZZZ31437NEWCARDENALCAMEL,2,2023,enero
ZZZ31439NEWARLEQUINRED,1,2023,enero
ZZZ31442BENBLACKWHITE,3,2023,enero
ZZZ31443BENBLACKRED,9,2023,enero
ZZZ31444BENNAVY,14,2023,enero
ZZZ31445BENGREY,2,2023,enero
ZZZ31446ARONBLACK,23,2023,enero
ZZZ31447ARONNAVY,4,2023,enero
ZZZ31448ARONGREEN,7,2023,enero
ZZZ31449ARONGREY,10,2023,enero
ZZZ31450COQUIBLACK,10,2023,enero
ZZZ31451COQUINAVY,4,2023,enero
ZZZ31452COQUIDARKGREY,7,2023,enero
ZZZ31453COQUILIGREY,19,2023,enero
ZZZ31454KRUNEBLACK,14,2023,enero
ZZZ31455KRUNENAVY,6,2023,enero
ZZZ31456KRUNERED,14,2023,enero
ZZZ31457KRUNEWHITE,11,2023,enero
ZZZ31458AMBARCAMEL,5,2023,enero
ZZZ31459AMBARLEOPARD,17,2023,enero
ZZZ31460PENNYBLACK,36,2023,enero
ZZZ31461AYLENBLACK,41,2023,enero
ZZZ31462DIVINEWHITE,14,2023,enero
ZZZ31463MOEBLACK,1,2023,enero
ZZZ31464WARBLACK,10,2023,enero
ZZZ31466WARPINK,5,2023,enero
ZZZ31471NAHIABLACK,9,2023,enero
ZZZ31472AGNABLACK,73,2023,enero
ZZZ31473EDABLACK,116,2023,enero
ZZZ31474LEABLACK,42,2023,enero
ZZZ31475NUZZBLACK,11,2023,enero
ZZZ31476COCODRILEBLACK,1,2023,enero
ZZZ31477CROCODRILEKAKHI,3,2023,enero
ZZZ31478CROCODILESILVER,1,2023,enero
ZZZ31479PEACEBLACK,18,2023,enero
ZZZ31480PEACENAVY,15,2023,enero
ZZZ31480PEACEPINK,14,2023,enero
ZZZ31481FURORBLACK,25,2023,enero
ZZZ31482FURORWHITE,1,2023,enero
ZZZ31483TARABLACK,3,2023,enero
ZZZ31484TARAWHITE,4,2023,enero
ZZZ31486HIMOWHITE,8,2023,enero
ZZZ31488CORAWHITE,8,2023,enero
ZZZ31489KATANABLACK,6,2023,enero
ZZZ31490KATANACOFFEE,8,2023,enero
ZZZ31491GRETILEOPARD,9,2023,enero
ZZZ31493CALIBLACK,19,2023,enero
ZZZ31494CALIGREEN,27,2023,enero
ZZZ31494LUTZGREY,5,2023,enero
ZZZ31495CALICAMEL,33,2023,enero
ZZZ31496KURTBLACK,1,2023,enero
ZZZ31496SERRABLACK,14,2023,enero
ZZZ31497KURTBROWN,2,2023,enero
ZZZ31497SERRACAMEL,27,2023,enero
ZZZ31498KURTGREY,4,2023,enero
ZZZ31498SERRAPINK,10,2023,enero
ZZZ31501OTTOBLACK,1,2023,enero
ZZZ31502OTTONAVY,6,2023,enero
ZZZ31503OTTOGREY,1,2023,enero
ZZZ31504WALTERKHAKI,1,2023,enero
ZZZ31505RUDOLFBLACK,3,2023,enero
ZZZ31506BAYERBLACK,1,2023,enero
ZZZ31507NEWMARCOSNAVY,3,2023,enero
ZZZ31508NEWMARCOSCOFFEE,5,2023,enero
ZZZ31509NEWMARCOSBLACK,4,2023,enero
ZZZ31511MOLLERCAMEL,1,2023,enero
ZZZ31516KRISTINCOFFEE,1,2023,enero
ZZZ31517RAINABLACK,1,2023,enero
ZZZ31518RAINABROWN,6,2023,enero
ZZZ31519RAINACOFFEE,4,2023,enero
ZZZ31520HILDABLACK,3,2023,enero
ZZZ31521HILDABROWN,3,2023,enero
ZZZ31522HILDACOFFEE,4,2023,enero
ZZZ31523GRETABLACK,5,2023,enero
ZZZ31524GRETABROWN,7,2023,enero
