SKU BASE,Suma de Cantidad,Año,Mes
ZZZ30413RAZOPRINTSILVER,5,2022,enero
ZZZ30414REVERSEWHITE,26,2022,enero
ZZZ30415COLOMBAWINERED,6,2022,enero
ZZZ30422KANSASBLACK,1,2022,enero
ZZZ30426MANYBLACK,5,2022,enero
ZZZ30427STETSONWHITE,1,2022,enero
ZZZ30429STETSONRED,1,2022,enero
ZZZ30431BEATONBLACK,2,2022,enero
ZZZ30432BEATONGRAY,9,2022,enero
ZZZ30434DOHRNGRAY,1,2022,enero
ZZZ30437TANYOBLACK,1,2022,enero
ZZZ30455LAVANDAKHAKI,1,2022,enero
ZZZ30470AUDRASGRAY,1,2022,enero
ZZZ30472AUDRASWHITE,1,2022,enero
ZZZ30479AYNARABLACK,2,2022,enero
ZZZ30480AYNARARED,3,2022,enero
ZZZ30481AYNARAWHITE,7,2022,enero
ZZZ30482GERONIMARED,2,2022,enero
ZZZ30483KLEINBLACK,4,2022,enero
ZZZ30484KLEINKHAKI,2,2022,enero
ZZZ30500MICHOBLACK,4,2022,enero
ZZZ30514JULIANAVY,1,2022,enero
ZZZ30515COCABLACK,1,2022,enero
ZZZ30517SUMIREBLACK,1,2022,enero
ZZZ30518SUMIRENAVY,1,2022,enero
ZZZ30519ASAGOBLACK,2,2022,enero
ZZZ30527CAMILLEBROWN,1,2022,enero
ZZZ30528KLEINAPRICOT,2,2022,enero
ZZZ30530MICHOBROWN,5,2022,enero
ZZZ30533MULEYELLOW,2,2022,enero
ZZZ30536NEWLOWRIDEBLACK,1,2022,enero
ZZZ30563NEWVERAWHITE,1,2022,enero
ZZZ30565LUEBLUE,55,2022,enero
ZZZ30566LUEGREY,18,2022,enero
ZZZ30567LUEBLACK,38,2022,enero
ZZZ30577LUCIABLUE,1,2022,enero
ZZZ30594DANIKIDBLACK,1,2022,enero
ZZZ30596GABYBABYBLACKRED,1,2022,enero
ZZZ30599RAGNARRED,3,2022,enero
ZZZ30600RAGNARBLACK,1,2022,enero
ZZZ30601PIERREBLACK,1,2022,enero
ZZZ30603PIERREYELLOW,1,2022,enero
ZZZ30604PIERREDARKGRAY,2,2022,enero
ZZZ30607JANOGRAY,2,2022,enero
ZZZ30610BOUNCERED,1,2022,enero
ZZZ30627DOLPHINBEANSAND,2,2022,enero
ZZZ30629DOLPHINLIGHTGREY,1,2022,enero
ZZZ30630DOLPHINSKINRED,1,2022,enero
ZZZ30638ANTONIETATURMERIC,3,2022,enero
ZZZ30690MANUELNAVY,1,2022,enero
ZZZ30692MIGUELRED,5,2022,enero
ZZZ30694BETTYBLACK,1,2022,enero
ZZZ30696BERTABLACK,2,2022,enero
ZZZ30697BERTANAVY,1,2022,enero
ZZZ30698POLOBLACK,1,2022,enero
ZZZ30701ALMOSTPURPLE,1,2022,enero
ZZZ30702ALMOSTPINK,14,2022,enero
ZZZ30710JOACOKHAKI,1,2022,enero
ZZZ30712MARCOSKHAKI,2,2022,enero
ZZZ30716EDELINEBRWON,3,2022,enero
ZZZ30717EDELINECAMEL,1,2022,enero
ZZZ30718SOLANGECAMEL,9,2022,enero
ZZZ30719SOLANGEBROWN,3,2022,enero
ZZZ30720SOLANGEBLACK,1,2022,enero
ZZZ30721ROSARIOCAMEL,1,2022,enero
ZZZ30722ROSARIOBLACK,16,2022,enero
ZZZ30723ROSARIOBROWN,18,2022,enero
ZZZ30724CLAIREBROWN,6,2022,enero
ZZZ30725CLAIRECAMEL,3,2022,enero
ZZZ30726CLAIREBLACK,13,2022,enero
ZZZ30754NAPOLESBLACK,1,2022,enero
ZZZ30762MANEWHITE,17,2022,enero
ZZZ30764MEDBLACKWHITE,8,2022,enero
ZZZ30771SERGIOBROWN,1,2022,enero
ZZZ30773MEDMENBLACKWHITE,1,2022,enero
ZZZ30786TAKUGREEN,1,2022,enero
ZZZ30787TAKUCOFFEE,2,2022,enero
ZZZ30788TAKUBLACK,1,2022,enero
ZZZ30793PAINEGREY,1,2022,enero
ZZZ30796PAINEBROWN,1,2022,enero
ZZZ30804MILFORDCAMEL,1,2022,enero
ZZZ30805DOGONGREY,3,2022,enero
ZZZ30806DOGONKHAKI,5,2022,enero
ZZZ30807DOGONBROWN,4,2022,enero
ZZZ30808PETERMANNBLACK,1,2022,enero
ZZZ30809PETERMANNCAMEL,1,2022,enero
ZZZ30811WILDLEOPARD,5,2022,enero
ZZZ30816POTRABLACK,1,2022,enero
ZZZ30817NUNYSHAKECAMEL,1,2022,enero
ZZZ30837JUSTABLACK,3,2022,enero
ZZZ30849KITHBLACKRED,1,2022,enero
ZZZ30852GOGIBROWN,1,2022,enero
ZZZ30853IGLUBLACK,1,2022,enero
ZZZ30855COCOCOFFE,4,2022,enero
ZZZ30856COCOBLACK,23,2022,enero
ZZZ30857COCOBROWN,3,2022,enero
ZZZ30858CHELSEAMENBLACK,1,2022,enero
ZZZ30861QUEUPUBLACK,3,2022,enero
ZZZ30865KALIREDBROWN,1,2022,enero
ZZZ30883ROMIWINERED,1,2022,enero
ZZZ30886BIGWARMBLACK,3,2022,enero
ZZZ30889PANELLBROWN,3,2022,enero
ZZZ30890PANELLBLACK,2,2022,enero
ZZZ30897TIMBRELATTICECAMEL,3,2022,enero
ZZZ30907LYRABEIGE,1,2022,enero
ZZZ30908ARABEIGE,6,2022,enero
ZZZ30909ARABROWN,9,2022,enero
ZZZ30910ARABLACK,13,2022,enero
ZZZ30912NIMBOPINK,1,2022,enero
ZZZ30914NIMBOBEIGE,1,2022,enero
ZZZ30916NIMBOBROWN,1,2022,enero
ZZZ30917CIRRIREDWINE,2,2022,enero
ZZZ30918CIRRIBLACK,1,2022,enero
ZZZ30922CORVIBLACK,1,2022,enero
ZZZ30923CORVIWINE,1,2022,enero
ZZZ30924RAINYBLACK,1,2022,enero
ZZZ30927REGENWINERED,1,2022,enero
ZZZ30930TAIPEGREY,2,2022,enero
ZZZ30934MONTUNOBROWN,8,2022,enero
ZZZ30936MONTUNOBLACK,4,2022,enero
ZZZ30943REGENBLACK,2,2022,enero
ZZZ30944OKAMEBLACK,7,2022,enero
ZZZ30945OKAMECOFFEE,7,2022,enero
ZZZ30946OKAMEBROWN,4,2022,enero
ZZZ30948NUNYSHAKEWINERED,2,2022,enero
ZZZ30949ISOKOCAMEL,4,2022,enero
ZZZ30953CHITONGREY,1,2022,enero
ZZZ30954CHITONREDBROWN,1,2022,enero
ZZZ30955HITOKOCAMEL,6,2022,enero
ZZZ30956CHITONBLACK,2,2022,enero
ZZZ30960AMELIAPINK,4,2022,enero
ZZZ30963CATERINABLACK,3,2022,enero
ZZZ30964CATERINABRONZE,1,2022,enero
ZZZ30966NAGINIBLACK,4,2022,enero
ZZZ30967ZAPATILLADECASAWHITE,1,2022,enero
ZZZ30969VIRBANABLACKWHITE,2,2022,enero
ZZZ30970VIRBANAALLBLACK,2,2022,enero
ZZZ30972VIRBANAGREY,2,2022,enero
ZZZ30973MAGGIEBLACK,1,2022,enero
ZZZ30982LUCIAPINK,4,2022,enero
ZZZ30985RENEWHITE,1,2022,enero
ZZZ30986STEFEBLACKPLUM,3,2022,enero
ZZZ30987AITORBLACK,1,2022,enero
ZZZ30989PAINTBLACK,2,2022,enero
ZZZ30994DESTELLOBLACKORANGE,6,2022,enero
ZZZ30995DESTELLOBLACKGREEN,4,2022,enero
ZZZ30997SKADECHAROLNEGRA,2,2022,enero
ZZZ30998SKADECAOBA,4,2022,enero
ZZZ30999VAKONEGRO,8,2022,enero
ZZZ31000VAKOCAOBA,2,2022,enero
ZZZ31001TOTALBLACKWHITE,9,2022,enero
ZZZ31007MINERVABROWN,2,2022,enero
ZZZ31008COCONIBLACK,2,2022,enero
ZZZ31009COCONICAMEL,1,2022,enero
ZZZ31011MAJOGOLDEN,1,2022,enero
ZZZ31014GABABLACK,2,2022,enero
ZZZ31016GABABLUE,1,2022,enero
ZZZ31019TRENSBLACK,4,2022,enero
ZZZ31021COPITOSILVER,1,2022,enero
ZZZ31022ALEXABLACK,1,2022,enero
ZZZ31025JEMAAGREY,1,2022,enero
ZZZ31027ZOCALONAVY,1,2022,enero
ZZZ31029NAVONABLACK,1,2022,enero
ZZZ31030ASCOLITAUPE,1,2022,enero
ZZZ31032PICENOBLACK,6,2022,enero
ZZZ31033GROTECAMEL,1,2022,enero
ZZZ31034RYNEKLIGHTBLUE,1,2022,enero
ZZZ31035RYNEKGREYPINK,2,2022,enero
ZZZ31036FIORIBLACK,1,2022,enero
ZZZ31037FIORIBLUEROSE,1,2022,enero
ZZZ31038TREVIPINK,4,2022,enero
ZZZ31039TREVIWHITE,3,2022,enero
ZZZ31040TREVICOLOR,4,2022,enero
ZZZ31041DAMBLACK,2,2022,enero
ZZZ31042MARKTWHITE,1,2022,enero
ZZZ31043MARKTBLACKGREY,1,2022,enero
ZZZ31044BANFFBEIGE,2,2022,enero
ZZZ31045POPOLOWHITE,4,2022,enero
ZZZ31047CORBETTWHIBLACK,4,2022,enero
ZZZ31048CORBETTBLUE,3,2022,enero
ZZZ31049CORBETTORANGE,6,2022,enero
ZZZ31050LANKARED,1,2022,enero
ZZZ31051LANKAYELLOW,2,2022,enero
ZZZ31052TENGGERORANGE,1,2022,enero
ZZZ31053TENGGERRED,1,2022,enero
ZZZ31055PHANGRED,1,2022,enero
ZZZ31056KRUGERBLACKGOLD,1,2022,enero
ZZZ31058TOONSNAVYPINK,1,2022,enero
ZZZ31060TOONSWHITECOLOR,1,2022,enero
ZZZ31061PANTERBLACK,2,2022,enero
ZZZ31062PANTERBLUE,3,2022,enero
ZZZ31063PANTERWINERED,1,2022,enero
ZZZ31071DALIXNAVY,1,2022,enero
ZZZ31073JUANJOBROWN,1,2022,enero
ZZZ31076HAWKCOLORS,8,2022,enero
ZZZ31077FAVREBLACK,2,2022,enero
ZZZ31078FAVRENAVY,4,2022,enero
ZZZ31079FAVREGREY,1,2022,enero
ZZZ31082FINISBLACK,19,2022,enero
ZZZ31088SILVIABLACK,2,2022,enero
ZZZ31090SILVIAGREY,2,2022,enero
ZZZ31091ROSSICHBLACK,3,2022,enero
ZZZ31092ROSSICHBLUE,1,2022,enero
ZZZ31093ROSSICHGREEN,1,2022,enero
ZZZ31094ROSSICHPINK,8,2022,enero
ZZZ31095SMARTBLACK,2,2022,enero
ZZZ31096SMARTWHITE,5,2022,enero
ZZZ31097SMARTRED,6,2022,enero
ZZZ31098SMARTGREEN,3,2022,enero
ZZZ31102DINOKIDPINK,1,2022,enero
ZZZ31106MARUAPRICOT,3,2022,enero
ZZZ31107NANABLACK,3,2022,enero
ZZZ31108NANAPRICOT,1,2022,enero
ZZZ31109NANACOFFEE,1,2022,enero
ZZZ31110HELENBLACK,1,2022,enero
ZZZ31118FLORINDABROWN,1,2022,enero
ZZZ31119LUCHITABLACK,2,2022,enero
ZZZ31120RAYENBLACK,6,2022,enero
ZZZ31121RAYENNAVY,32,2022,enero
ZZZ31127YAYINAVY,5,2022,enero
ZZZ31132KATYGREYORANGE,5,2022,enero
ZZZ31135LINEBLACKRED,2,2022,enero
ZZZ31136LINEBLACK,1,2022,enero
ZZZ31137POWERGREEN,1,2022,enero
ZZZ31140HIPWHITEBLACK,16,2022,enero
ZZZ31141RACHELBLACK,1,2022,enero
ZZZ31142RACHELNAVY,1,2022,enero
ZZZ31143RACHELYELLOW,5,2022,enero
ZZZ31145SAMWINE,1,2022,enero
ZZZ31147MONTANABLACK,2,2022,enero
ZZZ31148MONTANARED,1,2022,enero
ZZZ31150CARLYBLACK,2,2022,enero
ZZZ31151CARLYPURPLE,2,2022,enero
ZZZ31152CARLYRED,3,2022,enero
ZZZ31153MARTIBLACK,2,2022,enero
ZZZ31154MARTIPURPLE,3,2022,enero
ZZZ31155MARTIRED,1,2022,enero
ZZZ31159SULBLACK,8,2022,enero
ZZZ31161MICHOGREEN,7,2022,enero
ZZZ31162NELSONBLACK,13,2022,enero
ZZZ31163NELSONGREY,5,2022,enero
ZZZ31167SEBASBEIGE,2,2022,enero
ZZZ31168SALLYBLACK,1,2022,enero
ZZZ31170SALLYBEIGE,1,2022,enero
ZZZ31171SALLYPINK,2,2022,enero
ZZZ31172ALLISONBLACK,6,2022,enero
ZZZ31175ALLISONBEIGE,1,2022,enero
ZZZ31177CATUBLACK,2,2022,enero
ZZZ31178CATUYELLOW,1,2022,enero
ZZZ31179CATUBEIGE,5,2022,enero
ZZZ31180CATUPINK,2,2022,enero
ZZZ31181VALENTINIWHITE,4,2022,enero
ZZZ31182VALENTINIBLACK,3,2022,enero
ZZZ31185BEATRICEBEIGE,1,2022,enero
ZZZ31186STELLABLACK,15,2022,enero
ZZZ31188STELLAGREY,1,2022,enero
ZZZ31189ZINERVABLACK,4,2022,enero
ZZZ31193ALESSIBLACK,1,2022,enero
ZZZ31194ALESSIABEIGE,1,2022,enero
ZZZ31196ANASTASIABLACK,2,2022,enero
ZZZ31197ANASTASIABEIGE,2,2022,enero
ZZZ31198ANASTASIACAQUI,2,2022,enero
ZZZ31199ALIONABLACK,3,2022,enero
ZZZ31201LUKYANGREY,1,2022,enero
ZZZ31202DENVERBLACK,1,2022,enero
ZZZ31203VILLASWHITEBLUE,1,2022,enero
ZZZ31207JANEBLACK,32,2022,enero
ZZZ31208JANECOFFEE,54,2022,enero
ZZZ31209JANEBROWN,61,2022,enero
ZZZ31210JANERED,20,2022,enero
ZZZ31211REESEBLACK,10,2022,enero
ZZZ31212REESEBROWN,5,2022,enero
ZZZ31213REESECAMEL,4,2022,enero
ZZZ31214BEGONIABLACK,4,2022,enero
ZZZ31215BEGONIACAMEL,8,2022,enero
ZZZ31216BEGONIABROWN,7,2022,enero
ZZZ31217ATENASBLUE,11,2022,enero
ZZZ31221CHIARABLACK,9,2022,enero
ZZZ31222CHIARABROWN,22,2022,enero
ZZZ31223CHIARACAMEL,22,2022,enero
ZZZ31224JANICEBLACK,2,2022,enero
ZZZ31226JANICERED,5,2022,enero
ZZZ31227ATENASBLACK,15,2022,enero
ZZZ31228ATENASREDBROWN,20,2022,enero
ZZZ31232AISHABLACK,1,2022,enero
ZZZ31234KENYABLUE,1,2022,enero
ZZZ31235KENYACOFFEE,1,2022,enero
ZZZ31236KENYABROWN,2,2022,enero
ZZZ31238SAMARABLACK,1,2022,enero
ZZZ31242AISHABLUE,2,2022,enero
ZZZ31243AISHAPURPLE,1,2022,enero
ZZZ31244AISHACAMEL,2,2022,enero
ZZZ31245CAROLINEPURPLE,2,2022,enero
ZZZ31250SIDNEYBLACK,2,2022,enero
ZZZ31251SIDNEYBLUE,1,2022,enero
ZZZ31253CAROLINEBLACK,1,2022,enero
ZZZ31254PETRABLACK,2,2022,enero
ZZZ31258MADISONPINK,1,2022,enero
ZZZ31264SARABLACK,1,2022,enero
ZZZ31267GEORGIAKHAKI,22,2022,enero
ZZZ31278VADIMBLACK,1,2022,enero
ZZZ31290GERALDCOFFEE,1,2022,enero
ZZZ31291MUUBLACK,9,2022,enero
ZZZ31292MUUWHITE,4,2022,enero
ZZZ31293SUPERGWHITE,3,2022,enero
ZZZ31294SUPERGBLACK,7,2022,enero
ZZZ31295ROCKSBLACK,1,2022,enero
ZZZ31296ROCKSRED,11,2022,enero
ZZZ31297ROCKSGREEN,2,2022,enero
ZZZ31298MOTKABLACK,1,2022,enero
ZZZ31299MOTKAYELLOW,4,2022,enero
ZZZ31300MOTKAPURPLE,2,2022,enero
ZZZ31301MOTKABLUE,1,2022,enero
ZZZ31302LIAPINK,7,2022,enero
ZZZ31303LIABLACK,10,2022,enero
ZZZ31304LIAWHITE,8,2022,enero
ZZZ31305AMOREBLACK,12,2022,enero
ZZZ31306AMOREPINK,10,2022,enero
ZZZ31307AMOREWHITE,9,2022,enero
ZZZ31309FLOWERSBEIGE,6,2022,enero
ZZZ31311FLOWERSPURPLE,6,2022,enero
ZZZ31312KIMABLACK,1,2022,enero
ZZZ31314KIMAYELLOW,3,2022,enero
ZZZ31315SASHABEIGE,6,2022,enero
ZZZ31316SASHABLACK,15,2022,enero
ZZZ31317SASHAGREEN,5,2022,enero
ZZZ31318SASHACORAL,9,2022,enero
ZZZ31320YURICORAL,4,2022,enero
ZZZ31321YURIGREY,2,2022,enero
ZZZ31322YURIYELLOW,2,2022,enero
ZZZ31324MISHAYELLOW,1,2022,enero
ZZZ31325MISHAPURPLE,3,2022,enero
ZZZ31326MISHACAMEL,2,2022,enero
ZZZ31327MISHAPINK,1,2022,enero
ZZZ31328LUNABLACK,3,2022,enero
ZZZ31330LUNAWHITE,12,2022,enero
ZZZ31331LUNAPINK,2,2022,enero
ZZZ31332LUNABEIGE,2,2022,enero
ZZZ31333GALABRONCE,10,2022,enero
ZZZ31334GALABLACK,23,2022,enero
ZZZ31335GALASILVER,10,2022,enero
ZZZ31336GALAGOLD,27,2022,enero
ZZZ31337LAZODARKBLUE,1,2022,enero
ZZZ31338LAZOYELLOW,2,2022,enero
ZZZ31339LAZOPINK,3,2022,enero
ZZZ31340LAZOLIGHTBLUE,3,2022,enero
ZZZ31341XIMENABLACK,4,2022,enero
ZZZ31345SOPHIABLACK,1,2022,enero
ZZZ31346SOPHIAGOLD,4,2022,enero
ZZZ31347SOPHIABRONCE,6,2022,enero
ZZZ31348CHARLOTTEBLACK,1,2022,enero
ZZZ31349CHARLOTTERED,2,2022,enero
ZZZ31350CHARLOTTEYELLOW,3,2022,enero
ZZZ31352ALBAYELLOW,1,2022,enero
ZZZ31353ALBAGREEN,1,2022,enero
ZZZ31354CHLOEBLACK,8,2022,enero
ZZZ31356CHLOEWHITE,3,2022,enero
ZZZ31357AMANDABLACK,37,2022,enero
ZZZ31358AMANDACAQUI,16,2022,enero
ZZZ31359NAIROBIBLACK,1,2022,enero
ZZZ31360NAIROBIPINK,2,2022,enero
ZZZ31361NAIROBIGREEN,4,2022,enero
ZZZ31368INDIANRED,1,2022,enero
ZZZ31369KARABLACK,15,2022,enero
ZZZ31370KARAWINERED,9,2022,enero
ZZZ31371KARANAVY,17,2022,enero
ZZZ31372VICKYBLACK,11,2022,enero
ZZZ31375VICKYWHITE,1,2022,enero
ZZZ31376CRISTABLACK,2,2022,enero
ZZZ31380MILIGREYPURPLE,4,2022,enero
ZZZ31381VICTORBLACK,27,2022,enero
ZZZ31382VICTORBLUE,2,2022,enero
ZZZ31383VICTORGREY,3,2022,enero
ZZZ31384GUILLEBLACK,12,2022,enero
ZZZ31385GUILLEBLUE,3,2022,enero
ZZZ31386GUILLEGREY,3,2022,enero
ZZZ31387AKABLACK,36,2022,enero
ZZZ31388AKABEIGE,16,2022,enero
ZZZ31389AKAGREY,23,2022,enero
ZZZ31390KRUGERRED,1,2022,enero
ZZZ31391SHARMABROWN,12,2022,enero
ZZZ31392SHARMAKHAKI,19,2022,enero
ZZZ31393KAKUCOFFEE,2,2022,enero
ZZZ31394PALMABLACK,2,2022,enero
ZZZ31395PALMABROWN,1,2022,enero
ZZZ31397PALMABLUE,1,2022,enero
ZZZ31399SULLIVANREDBROWN,2,2022,enero
ZZZ31401KIBOREDBROWN,3,2022,enero
ZZZ31402KIBOAPRICOT,2,2022,enero
ZZZ31403KAIRIBLACK,1,2022,enero
ZZZ31404KAIRIKHAKI,1,2022,enero
ZZZ31406LEBENBLACK,1,2022,enero
ZZZ31407MILANBROWN,2,2022,enero
ZZZ31408MILANBLACK,2,2022,enero
ZZZ31410FLEXYAIRBLACK,20,2022,enero
ZZZ31411HUDSONBLACK,41,2022,enero
ZZZ31412CHADBLACK,11,2022,enero
ZZZ31413DARWINBLUE,2,2022,enero
ZZZ31414BRADLEYWHITERED,1,2022,enero
ZZZ31415BABELBLACK,32,2022,enero
ZZZ31416BABELRED,17,2022,enero
ZZZ31417LUEMENBLACK,20,2022,enero
ZZZ31418TAYLORBLACK,6,2022,enero
ZZZ31419TAYLORBROWN,15,2022,enero
ZZZ31420TAYLORPINK,20,2022,enero
ZZZ31421DALLASBLACKWHITE,17,2022,enero
ZZZ31422DALLASBLACKGREY,1,2022,enero
ZZZ31423DUSTINBLACK,11,2022,enero
ZZZ31424DUSTINWHITE,1,2022,enero
ZZZ31425DEXTERBLACK,4,2022,enero
ZZZ31426DEXTERWHITE,4,2022,enero
ZZZ31427MAIKABLACK,3,2022,enero
ZZZ31428MAIKAWHITE,5,2022,enero
ZZZ31429NEWGURAMIBLACK,20,2022,enero
ZZZ31430NEWGURAMIGREY,8,2022,enero
ZZZ31431NEWGURAMIWHITE,19,2022,enero
ZZZ31433NEWRAZOPRINTRED,7,2022,enero
ZZZ31434NEWRAZOPRINTSILVE,2,2022,enero
ZZZ31435NEWCARDENALBLACK,16,2022,enero
ZZZ31436NEWCARDENALRED,6,2022,enero
ZZZ31437NEWCARDENALCAMEL,10,2022,enero
ZZZ31438NEWARLEQUINBLACK,13,2022,enero
ZZZ31439NEWARLEQUINRED,6,2022,enero
ZZZ31440NEWARLEQUINCAMEL,5,2022,enero
ZZZ31442BENBLACKWHITE,49,2022,enero
ZZZ31443BENBLACKRED,93,2022,enero
ZZZ31444BENNAVY,25,2022,enero
ZZZ31445BENGREY,33,2022,enero
ZZZ31446ARONBLACK,24,2022,enero
ZZZ31447ARONNAVY,10,2022,enero
ZZZ31448ARONGREEN,14,2022,enero
ZZZ31449ARONGREY,8,2022,enero
ZZZ31450COQUIBLACK,6,2022,enero
ZZZ31451COQUINAVY,11,2022,enero
ZZZ31452COQUIDARKGREY,16,2022,enero
ZZZ31453COQUILIGREY,8,2022,enero
ZZZ31454KRUNEBLACK,52,2022,enero
ZZZ31455KRUNENAVY,37,2022,enero
ZZZ31456KRUNERED,10,2022,enero
ZZZ31457KRUNEWHITE,10,2022,enero
ZZZ31458AMBARCAMEL,7,2022,enero
ZZZ31459AMBARLEOPARD,10,2022,enero
ZZZ31460PENNYBLACK,25,2022,enero
ZZZ31461AYLENBLACK,33,2022,enero
ZZZ31462DIVINEWHITE,13,2022,enero
ZZZ31463MOEBLACK,2,2022,enero
ZZZ31464WARBLACK,19,2022,enero
ZZZ31465WARWHITE,72,2022,enero
ZZZ31466WARPINK,3,2022,enero
ZZZ31467WARWINERED,2,2022,enero
ZZZ31468SQUARECOLOR,10,2022,enero
ZZZ31469KOFIBLACK,7,2022,enero
ZZZ31470ARMINBLACK,5,2022,enero
ZZZ31471NAHIABLACK,59,2022,enero
ZZZ31472AGNABLACK,24,2022,enero
ZZZ31473EDABLACK,47,2022,enero
ZZZ31474LEABLACK,76,2022,enero
ZZZ31475NUZZBLACK,180,2022,enero
ZZZ31477CROCODRILEKAKHI,1,2022,enero
ZZZ31478CROCODILESILVER,2,2022,enero
ZZZ31479PEACEBLACK,8,2022,enero
ZZZ31480PEACENAVY,8,2022,enero
ZZZ31480PEACEPINK,10,2022,enero
ZZZ31481FURORBLACK,18,2022,enero
ZZZ31482FURORWHITE,7,2022,enero
ZZZ31483TARABLACK,32,2022,enero
ZZZ31484TARAWHITE,27,2022,enero
ZZZ31485HIMOBLACK,5,2022,enero
ZZZ31486HIMOWHITE,3,2022,enero
ZZZ31487 BIRDWHITE,13,2022,enero
ZZZ31488CORAWHITE,13,2022,enero
ZZZ31489KATANABLACK,16,2022,enero
ZZZ31491GRETILEOPARD,5,2022,enero
ZZZ31492BRUMBLACK,1,2022,enero
ZZZ31493CALIBLACK,35,2022,enero
ZZZ31494CALIGREEN,19,2022,enero
ZZZ31494LUTZGREY,6,2022,enero
ZZZ31495CALICAMEL,6,2022,enero
ZZZ31495KOCHBLACK,7,2022,enero
ZZZ31496KURTBLACK,3,2022,enero
ZZZ31496SERRABLACK,94,2022,enero
ZZZ31497KURTBROWN,2,2022,enero
ZZZ31497SERRACAMEL,32,2022,enero
ZZZ31498KURTGREY,14,2022,enero
ZZZ31498SERRAPINK,30,2022,enero
ZZZ31499KURTNAVY,5,2022,enero
ZZZ31500KURTKHAKI,8,2022,enero
ZZZ31502OTTONAVY,10,2022,enero
ZZZ31503OTTOGREY,3,2022,enero
ZZZ31504WALTERKHAKI,5,2022,enero
ZZZ31505RUDOLFBLACK,2,2022,enero
ZZZ31506BAYERBLACK,4,2022,enero
ZZZ31507NEWMARCOSNAVY,3,2022,enero
ZZZ31508NEWMARCOSCOFFEE,5,2022,enero
ZZZ31509NEWMARCOSBLACK,1,2022,enero
ZZZ31510MOLLERBLACK,8,2022,enero
ZZZ31512MOLERCHIPOROBLA,3,2022,enero
ZZZ31513MOLERCHIPOROCAM,1,2022,enero
ZZZ31514KRISTINBROWN,3,2022,enero
ZZZ31515KRISTINBLACK,7,2022,enero
ZZZ31516KRISTINCOFFEE,6,2022,enero
ZZZ31517RAINABLACK,3,2022,enero
ZZZ31518RAINABROWN,2,2022,enero
ZZZ31519RAINACOFFEE,3,2022,enero
ZZZ31520HILDABLACK,2,2022,enero
ZZZ31522HILDACOFFEE,3,2022,enero
ZZZ31523GRETABLACK,4,2022,enero
ZZZ31525GRETACOFFEE,2,2022,enero
ZZZ31527TERRYBROWN,1,2022,enero
ZZZ31529PHILLIPBLACK,1,2022,enero
ZZZ31545ALICENAVY,1,2022,enero
ZZZ31550RADABLACK,1,2022,enero
ZZZ1096KEPLERBLACK,1,2022,febrero
ZZZ1098ORIONWHITE,1,2022,febrero
ZZZ1099ORIONRED,1,2022,febrero
ZZZ1106FREYABLACK,1,2022,febrero
ZZZ30055CHELSEABLACK,3,2022,febrero
ZZZ30078CINDIBLACK,3,2022,febrero
ZZZ30079CINDIBROWN,4,2022,febrero
ZZZ30096NEVADABLACK,8,2022,febrero
